time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-02-12T03:13:42.080Z,37.7395,-122.1478333,3.84,3.06,ml,146,21,0.02732,0.13,nc,nc73691736,2022-02-12T19:37:12.161Z,"2km NNE of San Leandro, CA",earthquake,0.1,0.18,0.187,126,reviewed,nc,nc
2022-02-12T03:09:33.360Z,23.9215,122.3837,10,4.5,mb,,181,0.763,0.82,us,us7000gk7a,2022-02-12T04:16:09.944Z,"79 km E of Hualien City, Taiwan",earthquake,2.1,1.9,0.205,8,reviewed,us,us
2022-02-12T03:04:29.016Z,52.7125,-167.9375,42.96,4,mb,,180,0.614,0.64,us,us7000gk7b,2022-02-12T03:32:26.040Z,"67 km ESE of Nikolski, Alaska",earthquake,7.4,9.4,0.093,33,reviewed,us,us
2022-02-12T02:54:18.390Z,36.052166,-120.6146698,5.77,1.24,md,21,111,0.02236,0.07,nc,nc73691726,2022-02-12T06:19:10.348Z,"24km NW of Parkfield, CA",earthquake,0.36,0.56,0.22,10,automatic,nc,nc
2022-02-12T02:47:08.202Z,60.021,-150.5678,18.3,2.1,ml,,,,0.93,ak,ak0221z5kvqd,2022-02-12T02:51:40.164Z,"28 km NE of Fox River, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-02-12T02:43:57.970Z,19.183500289917,-155.403167724609,31.3500003814697,1.90999997,md,41,163,,0.129999995,hv,hv72913837,2022-02-12T02:47:08.740Z,"8 km ESE of Pāhala, Hawaii",earthquake,0.63,0.819999993,1.90999997,4,automatic,hv,hv
2022-02-12T02:28:25.580Z,17.9293333333333,-66.8316666666667,15.33,2.08,md,9,220,,0.23,pr,pr71334333,2022-02-12T03:16:49.770Z,"7 km S of Indios, Puerto Rico",earthquake,1.5,0.88,0.150218447428116,5,reviewed,pr,pr
2022-02-12T02:22:55.285Z,61.6071,-147.4753,27.4,1.1,ml,,,,0.4,ak,ak0221z5fmgo,2022-02-12T02:25:26.276Z,"24 km SSE of Glacier View, Alaska",earthquake,,0.7,,,automatic,ak,ak
2022-02-12T02:00:48.070Z,38.8306656,-122.8050003,1.42,1.19,md,19,61,0.008271,0.04,nc,nc73691701,2022-02-12T05:24:10.941Z,"7km W of Cobb, CA",earthquake,0.2,0.49,0.31,5,automatic,nc,nc
2022-02-12T02:00:08.011Z,63.0183,-149.9523,87.7,1.6,ml,,,,0.99,ak,ak0221z5atm8,2022-02-12T02:03:44.150Z,"63 km N of Chase, Alaska",earthquake,,0.9,,,automatic,ak,ak
2022-02-12T01:44:05.758Z,62.3482,-149.136,0,1.9,ml,,,,0.49,ak,ak0221z4ysse,2022-02-12T01:48:32.600Z,"42 km ENE of Susitna North, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-02-12T01:19:46.000Z,64.1746,-150.0019,0,1.6,ml,,,,0.65,ak,ak0221z4tj06,2022-02-12T01:28:40.412Z,"40 km WSW of Clear, Alaska, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-02-12T01:11:54.470Z,17.9423333333333,-66.8445,11.81,2.34,md,20,179,,0.14,pr,pr71334328,2022-02-12T01:39:44.550Z,"6 km SE of Maria Antonia, Puerto Rico",earthquake,0.32,0.33,0.190849614438357,13,reviewed,pr,pr
2022-02-12T01:02:47.840Z,33.2338333,-116.546669,25.44,1.46,ml,12,153,0.3338,0.21,ci,ci40183712,2022-02-12T01:06:26.611Z,"10km ESE of Warner Springs, CA",earthquake,1.17,3.48,0.359,19,automatic,ci,ci
2022-02-12T00:56:45.119Z,36.6866,-115.7121,7.7,1,ml,20,153.47,0.216,0.1971,nn,nn00833721,2022-02-12T01:54:18.036Z,"13 km NNW of Indian Springs, Nevada",earthquake,,4.1,0.42,12,reviewed,nn,nn
2022-02-12T00:41:08.560Z,20.1411,121.4068,36.41,5.2,mww,,46,2.68,0.85,us,us7000gk5t,2022-02-12T01:00:49.040Z,"67 km WSW of Basco, Philippines",earthquake,8,2.2,0.078,16,reviewed,us,us
2022-02-12T00:27:18.757Z,36.8039,-115.8469,8.8,1,ml,21,242,0.077,0.1526,nn,nn00833714,2022-02-12T01:38:51.613Z,"30 km NNW of Indian Springs, Nevada",earthquake,,1.5,0.46,14,reviewed,nn,nn
2022-02-12T00:26:19.710Z,40.3718333,-125.442,22.09,3.35,ml,35,276,0.8446,0.29,nc,nc73691661,2022-02-12T05:08:21.991Z,"98km W of Petrolia, CA",earthquake,7.28,17.04,0.25,44,reviewed,nc,nc
2022-02-12T00:14:48.903Z,60.1406,-151.1654,57.6,1.9,ml,,,,0.6,ak,ak0221z4710h,2022-02-12T00:19:53.306Z,"16 km SE of Clam Gulch, Alaska",earthquake,,0.9,,,automatic,ak,ak
2022-02-12T00:09:10.255Z,64.9892,-147.4187,1.5,1.4,ml,,,,1.01,ak,ak0221z45vh9,2022-02-12T00:14:32.519Z,"10 km ENE of Fox, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-02-11T23:47:45.419Z,-15.0414,168.0887,10,4.9,mb,,56,0.945,0.84,us,us7000gk5j,2022-02-12T00:26:03.040Z,"109 km E of Port-Olry, Vanuatu",earthquake,7.3,1.9,0.069,66,reviewed,us,us
2022-02-11T23:36:17.230Z,18,-66.7145,13.38,2.2,md,10,145,,0.11,pr,pr71334318,2022-02-12T00:23:53.540Z,"0 km NNE of Tallaboa, Puerto Rico",earthquake,0.47,0.3,0.016345347824124,3,reviewed,pr,pr
2022-02-11T23:31:57.400Z,19.2229995727539,-155.411499023438,31,2.21,ml,45,140,,0.180000007,hv,hv72913607,2022-02-11T23:49:32.040Z,"7 km ENE of Pāhala, Hawaii",earthquake,0.5,0.899999976,3.34,22,automatic,hv,hv
2022-02-11T23:30:58.020Z,20.2258333333333,-155.770833333333,31.72,2.02,md,24,166,,0.16,hv,hv72913602,2022-02-12T02:45:19.910Z,"1 km SE of Hala‘ula, Hawaii",earthquake,0.77,0.98,0.0504316176226594,11,reviewed,hv,hv
2022-02-11T23:27:28.041Z,60.6845,-150.5545,32.9,1.5,ml,,,,0.76,ak,ak0221xufe7b,2022-02-11T23:30:58.029Z,"20 km NE of Sterling, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-02-11T23:25:48.210Z,33.34,-116.2316667,10.88,2.2,ml,65,19,0.06894,0.21,ci,ci40183624,2022-02-11T23:36:25.090Z,"16km NE of Borrego Springs, CA",earthquake,0.21,0.54,0.189,26,automatic,ci,ci
2022-02-11T23:22:22.367Z,61.9341,-149.182,4.2,1.9,ml,,,,0.74,ak,ak0221xueb4w,2022-02-11T23:30:57.889Z,"21 km N of Fishhook, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-02-11T23:20:53.907Z,62.5852,-151.2952,0.9,2,ml,,,,0.62,ak,ak0221xudy51,2022-02-11T23:33:38.415Z,"29 km WNW of Petersville, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-02-11T23:13:28.280Z,35.919,-117.6866667,2.38,1.61,ml,21,50,0.04122,0.13,ci,ci40183592,2022-02-11T23:24:15.280Z,"20km E of Little Lake, CA",earthquake,0.19,0.32,0.168,22,automatic,ci,ci
2022-02-11T22:57:48.380Z,51.9165,-176.778166666667,-0.35,1.1,ml,9,153,,0.17,av,av91487006,2022-02-12T02:40:12.760Z,"10 km WNW of Adak, Alaska",earthquake,0.73,0.93,0.273415197170603,9,reviewed,av,av
2022-02-11T22:52:32.090Z,33.9613333,-117.0483333,1.63,1.49,ml,9,180,0.1044,0.28,ci,ci40183568,2022-02-11T22:56:15.829Z,"3km S of Calimesa, CA",earthquake,1.39,2.39,0.402,17,automatic,ci,ci
2022-02-11T22:51:36.530Z,19.1551666666667,-155.493333333333,31.72,1.56,md,16,184,,0.11,hv,hv72913557,2022-02-12T02:04:38.720Z,"5 km SSW of Pāhala, Hawaii",earthquake,0.64,0.76,0.0907756884558781,9,reviewed,hv,hv
2022-02-11T22:34:43.756Z,61.4301,-149.8829,32.3,1.8,ml,,,,0.74,ak,ak0221xtvhrr,2022-02-11T22:38:01.941Z,"8 km WSW of Knik, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-02-11T22:33:23.530Z,19.1553325653076,-155.46516418457,31.0300006866455,2.29,ml,44,137,,0.150000006,hv,hv72913522,2022-02-11T22:43:52.040Z,"5 km SSE of Pāhala, Hawaii",earthquake,0.58,0.790000021,3.29,14,automatic,hv,hv
2022-02-11T22:33:08.270Z,19.1991672515869,-155.470336914062,28.5599994659424,2.31,ml,26,108,,0.140000001,hv,hv72913517,2022-02-11T22:38:38.260Z,"0 km ESE of Pāhala, Hawaii",earthquake,0.61,0.889999986,2.61,12,automatic,hv,hv
2022-02-11T22:31:55.400Z,17.9758333333333,-66.944,8.14,1.65,md,5,177,,0.04,pr,pr71334313,2022-02-11T23:41:13.390Z,"3 km WSW of Fuig, Puerto Rico",earthquake,0.41,1.17,0.0655193488426443,4,reviewed,pr,pr
2022-02-11T22:31:45.270Z,33.043,-114.9841667,3.77,1.62,ml,14,58,0.07077,0.21,ci,ci40183560,2022-02-11T22:35:24.706Z,"45km NNW of Los Algodones, B.C., MX",earthquake,0.51,0.98,0.199,15,automatic,ci,ci
2022-02-11T22:18:10.300Z,17.9816666666667,-66.9605,12.13,1.58,md,5,168,,0.04,pr,pr71334308,2022-02-11T23:34:07.000Z,"4 km W of Fuig, Puerto Rico",earthquake,0.51,0.76,0.107166962045861,3,reviewed,pr,pr
2022-02-11T22:05:45.330Z,34.1608333,-117.5808333,8.96,1.37,ml,35,114,0.06211,0.22,ci,ci40183536,2022-02-12T06:52:42.772Z,"4km N of Rancho Cucamonga, CA",earthquake,0.42,0.76,0.349,30,automatic,ci,ci
2022-02-11T22:04:03.550Z,35.1213333,-118.6896667,11.59,1.33,ml,20,87,0.1095,0.21,ci,ci40183528,2022-02-11T22:07:43.487Z,"16km SE of Arvin, CA",earthquake,0.44,1.14,0.249,30,automatic,ci,ci
2022-02-11T21:49:03.620Z,52.0508333333333,178.316333333333,-1.36,1.77,ml,5,330,,0.06,av,av91049533,2022-02-12T00:36:39.970Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,2.13,2.09,0.16925384567525,5,reviewed,av,av
2022-02-11T21:45:10.913Z,-17.463,-178.159,558.46,4.4,mb,,97,3.137,0.48,us,us7000gk4w,2022-02-11T22:05:36.040Z,"275 km ENE of Levuka, Fiji",earthquake,15.1,12.7,0.107,25,reviewed,us,us
2022-02-11T21:43:31.830Z,52.0215,178.323166666667,3.18,3.2,ml,9,329,,0.18,av,av91049528,2022-02-12T00:31:48.080Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,2.33,1.04,0.186765952709715,11,reviewed,av,av
2022-02-11T21:41:16.190Z,45.0915,-111.7148333,-2,1.04,ml,11,109,0.271,0.17,mb,mb80538224,2022-02-12T00:18:51.010Z,"28 km S of Ennis, Montana",quarry blast,0.78,31.61,0.086,3,reviewed,mb,mb
2022-02-11T21:38:34.350Z,33.8588333,-117.5058333,0.57,1.46,ml,40,45,0.06533,0.26,ci,ci40183488,2022-02-11T21:42:24.333Z,"3km SSE of Home Gardens, CA",quarry blast,0.36,31.61,0.384,35,automatic,ci,ci
2022-02-11T21:35:34.510Z,46.9805,-122.23466666666667,9.23,0.9500000000000001,md,10,270,0.1418,0.17,uw,uw61816076,2022-02-12T02:01:17.210Z,"0 km SW of Kapowsin, Washington",explosion,1.54,3.02,0.3137381178641452,10,reviewed,uw,uw
2022-02-11T21:35:00.308Z,59.4445,-135.9604,3.4,2.8,ml,,,,2.07,ak,ak0221xta6ip,2022-02-12T03:28:37.261Z,"4 km NE of Covenant Life, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2022-02-11T21:34:56.070Z,19.2264995574951,-155.40950012207,31.1700000762939,2.05,ml,43,139,,0.140000001,hv,hv72913442,2022-02-11T21:40:27.330Z,"7 km ENE of Pāhala, Hawaii",earthquake,0.51,0.720000029,3.48,10,automatic,hv,hv
2022-02-11T21:31:49.070Z,33.4866667,-116.3965,8.57,1.65,ml,54,58,0.04402,0.2,ci,ci40183480,2022-02-11T21:42:17.350Z,"21km SSW of La Quinta, CA",earthquake,0.2,0.56,0.2,27,automatic,ci,ci
2022-02-11T21:30:11.870Z,36.9975,-119.8256667,6.78,2,md,9,196,0.09475,0.1,nc,nc73691606,2022-02-12T15:47:11.753Z,"5km ENE of Bonadelle Ranchos-Madera Ranchos, CA",earthquake,0.64,0.74,0.27,22,reviewed,nc,nc
2022-02-11T21:11:46.100Z,33.1245,-117.1833333,0.62,1.12,ml,16,137,0.04827,0.31,ci,ci40183456,2022-02-11T21:15:28.693Z,"3km SW of San Marcos, CA",earthquake,1.1,31.61,0.167,17,automatic,ci,ci
2022-02-11T21:11:09.891Z,62.101,-147.6807,15.4,2,ml,,,,0.88,ak,ak0221xt5238,2022-02-11T21:17:26.910Z,"32 km NW of Eureka Roadhouse, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-02-11T20:44:45.459Z,60.5828,-142.7171,8.1,1.7,ml,,,,0.83,ak,ak0221xsqrup,2022-02-11T20:47:53.515Z,"95 km S of McCarthy, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-02-11T20:24:27.290Z,38.5209,-119.4496,3.4,1,ml,6,142.31,0.019,0.0595,nn,nn00833723,2022-02-12T02:38:36.518Z,"2 km ENE of Walker, California",earthquake,,1.4,0.22,3,reviewed,nn,nn
2022-02-11T20:11:31.597Z,62.3767,-149.1485,48.4,1.8,ml,,,,0.64,ak,ak0221xsjo5j,2022-02-11T20:14:40.061Z,"43 km ENE of Susitna North, Alaska",earthquake,,1.2,,,automatic,ak,ak
2022-02-11T20:02:56.710Z,45.9988333,-112.4691667,-2,1.3,ml,10,174,0.061,0.07,mb,mb80538204,2022-02-12T00:21:31.670Z,"5 km E of Butte, Montana",quarry blast,0.53,31.61,0.143,5,reviewed,mb,mb
2022-02-11T20:02:24.060Z,34.9863333,-118.1946667,2.79,1.71,ml,12,66,0.1108,0.18,ci,ci40183360,2022-02-11T20:06:08.704Z,"8km SSW of Mojave, CA",earthquake,0.43,1.17,0.253,32,automatic,ci,ci
2022-02-11T19:59:00.310Z,18.1183333333333,-66.8716666666667,52.78,3.21,md,34,45,,0.25,pr,pr71334293,2022-02-12T05:14:05.720Z,"9 km NNW of Yauco, Puerto Rico",earthquake,0.52,0.68,0.184231492976439,18,reviewed,pr,pr
2022-02-11T19:49:45.037Z,40.573,-119.6787,16.9,1.8,ml,4,308.76,0.405,0.0113,nn,nn00833722,2022-02-12T02:38:35.815Z,"28 km W of Empire, Nevada",earthquake,,2.8,0.05,4,reviewed,nn,nn
2022-02-11T19:47:27.920Z,19.419,-155.2465,39.35,2.83,md,36,69,,0.18,hv,hv72913362,2022-02-11T20:46:47.920Z,"2 km SSW of Volcano, Hawaii",earthquake,0.81,0.54,0.104722495396262,14,reviewed,hv,hv
2022-02-11T19:38:23.944Z,61.1827,-149.7584,41.7,1.7,ml,,,,0.71,ak,ak0221xs40ai,2022-02-11T19:43:26.762Z,"8 km ESE of Anchorage, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-02-11T19:31:59.370Z,34.0401667,-117.2301667,16.35,1.18,ml,31,96,0.1293,0.24,ci,ci40183336,2022-02-11T19:35:39.970Z,"3km ESE of Loma Linda, CA",earthquake,0.45,1.06,0.218,27,automatic,ci,ci
2022-02-11T19:16:50.063Z,26.0748,96.454,10,4.9,mb,,39,5.308,0.75,us,us7000gk3y,2022-02-11T20:02:07.040Z,"38 km WSW of Sarupathar, India",earthquake,6.9,1.8,0.049,141,reviewed,us,us
2022-02-11T19:15:16.581Z,60.1069,-152.8508,128,2.4,ml,,,,0.56,ak,ak0221xrz2ah,2022-02-11T20:33:55.040Z,"64 km WNW of Happy Valley, Alaska",earthquake,,1.6,,,automatic,ak,ak
2022-02-11T18:59:33.210Z,53.8563333333333,-166.447166666667,10.14,1.56,ml,18,185,,0.18,av,av91486761,2022-02-12T02:17:10.930Z,"6 km ESE of Unalaska, Alaska",earthquake,0.55,0.73,0.369061234027867,22,reviewed,av,av
2022-02-11T18:43:57.230Z,39.4218333,-110.3088333,-1.61,1.9,md,7,196,0.0128,0.05,uu,uu60481607,2022-02-11T19:53:33.750Z,"15 km SSE of Sunnyside, Utah",earthquake,1.02,0.58,0.287,7,reviewed,uu,uu
2022-02-11T18:39:56.460Z,34.8605,-118.7741667,-1.11,1.3,ml,14,66,0.09332,0.17,ci,ci40183264,2022-02-11T20:27:27.776Z,"8km ENE of Lebec, CA",quarry blast,0.48,31.61,0.079,4,reviewed,ci,ci
2022-02-11T18:25:52.160Z,39.4168333,-110.3016667,-2.5,1.76,md,7,199,0.01955,0.07,uu,uu60481602,2022-02-11T19:51:28.080Z,"16 km SSE of Sunnyside, Utah",earthquake,0.93,1.88,0.25,7,reviewed,uu,uu
2022-02-11T18:19:31.473Z,23.9536,122.3487,33.91,4.5,mb,,98,0.723,1.07,us,us7000gk3v,2022-02-12T02:53:34.763Z,"75 km E of Hualien City, Taiwan",earthquake,1.5,5.3,0.113,29,reviewed,us,us
2022-02-11T18:16:05.887Z,61.1397,-140.38,4.8,1.9,ml,,,,0.47,ak,ak0221xrdtjg,2022-02-11T18:19:48.130Z,"140 km ESE of McCarthy, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-02-11T17:56:12.030Z,35.9186667,-117.6835,2.65,1.07,ml,17,70,0.03967,0.18,ci,ci40183216,2022-02-11T17:59:44.360Z,"20km E of Little Lake, CA",earthquake,0.45,0.62,0.133,14,automatic,ci,ci
2022-02-11T17:47:45.275Z,23.9631,122.326,21.13,4.5,mb,,98,0.7,0.76,us,us7000gk3n,2022-02-11T19:01:30.940Z,"73 km E of Hualien City, Taiwan",earthquake,3.2,5.1,0.097,34,reviewed,us,us
2022-02-11T17:19:11.960Z,38.8283348,-122.8138351,2.08,0.95,md,27,43,0.005741,0.04,nc,nc73691526,2022-02-11T17:55:12.691Z,"8km NW of The Geysers, CA",earthquake,0.2,0.37,0.06,4,automatic,nc,nc
2022-02-11T17:15:18.200Z,38.8288345,-122.8143311,2.16,1.17,md,25,43,0.006369,0.02,nc,nc73691516,2022-02-11T20:59:11.830Z,"8km NW of The Geysers, CA",earthquake,0.19,0.36,0.03,5,automatic,nc,nc
2022-02-11T16:43:10.805Z,24.0044,122.2868,10,5.5,mww,,78,0.654,1.77,us,us7000gk21,2022-02-12T16:49:05.493Z,"69 km E of Hualien City, Taiwan",earthquake,4.1,1.7,0.052,35,reviewed,us,us
2022-02-11T16:42:00.082Z,31.67580144,-104.4137553,6.877099609,3.2,ml,16,56,0.07453015698,0.3,tx,tx2022cyer,2022-02-11T16:55:11.499Z,"55 km S of Whites City, New Mexico",earthquake,1.452035041,1.31014232,0.1,9,reviewed,tx,tx
2022-02-11T16:18:08.129Z,36.9648,27.641,10,4.1,mb,,79,0.843,0.85,us,us7000gk05,2022-02-11T20:53:39.040Z,"19 km SSE of Güvercinlik, Turkey",earthquake,3.1,1.9,0.185,8,reviewed,us,us
2022-02-11T16:10:20.490Z,17.9675,-66.948,7,3.1,md,15,185,0.0692,0.17,pr,pr2022042002,2022-02-11T20:46:47.040Z,"4 km WSW of Fuig, Puerto Rico",earthquake,0.54,0.32,0.09,6,reviewed,pr,pr
2022-02-11T16:06:48.640Z,35.92,-117.6835,2.52,1.85,ml,25,51,0.0387,0.17,ci,ci40183144,2022-02-11T16:17:44.890Z,"20km E of Little Lake, CA",earthquake,0.22,0.43,0.132,25,automatic,ci,ci
2022-02-11T16:06:28.700Z,35.9203333,-117.6866667,2.57,1.48,ml,21,50,0.0403,0.17,ci,ci40183136,2022-02-11T16:10:02.620Z,"20km E of Little Lake, CA",earthquake,0.23,0.39,0.142,20,automatic,ci,ci
2022-02-11T16:02:13.440Z,38.2198,-118.3193,4.8,1.1,ml,6,251.18,0.149,0.0786,nn,nn00833720,2022-02-12T02:38:34.793Z,"26 km SW of Mina, Nevada",earthquake,,16.2,0,1,reviewed,nn,nn
2022-02-11T15:55:33.040Z,39.3731667,-123.254,5.06,1.26,md,6,293,0.1711,0.04,nc,nc73691496,2022-02-11T23:08:10.600Z,"10km ESE of Willits, CA",earthquake,5.99,3.1,0.142,6,reviewed,nc,nc
2022-02-11T15:52:45.400Z,41.2858333,-122.1316667,9.67,1.77,md,13,97,0.01376,0.11,nc,nc73691491,2022-02-11T22:43:10.469Z,"3km N of McCloud, CA",earthquake,0.36,0.48,0.136,9,reviewed,nc,nc
2022-02-11T15:51:23.380Z,33.1078333,-116.3096667,0.06,1.31,ml,20,218,0.09666,0.22,ci,ci40183112,2022-02-11T15:55:05.570Z,"17km WSW of Ocotillo Wells, CA",earthquake,1.68,31.61,0.196,23,automatic,ci,ci
2022-02-11T15:30:45.840Z,35.7923333,-117.6105,10.35,1.01,ml,21,74,0.02563,0.11,ci,ci40183088,2022-02-11T21:28:33.501Z,"19km W of Searles Valley, CA",earthquake,0.18,0.32,0.132,7,reviewed,ci,ci
2022-02-11T15:13:48.580Z,19.1956672668457,-155.427505493164,31.6800003051758,1.99000001,md,28,161,,0.119999997,hv,hv72913112,2022-02-11T15:16:49.690Z,"5 km E of Pāhala, Hawaii",earthquake,0.64,1,0.99000001,3,automatic,hv,hv
2022-02-11T14:54:47.354Z,44.4045,-115.2179,13.04,2.3,ml,,59,0.881,0.46,us,us7000gjzr,2022-02-12T12:38:31.040Z,"30 km NW of Stanley, Idaho",earthquake,2.9,10.3,0.062,34,reviewed,us,us
2022-02-11T14:48:37.450Z,19.2045001983643,-155.423492431641,33.2599983215332,2.31,ml,50,150,,0.109999999,hv,hv72913052,2022-02-12T12:42:13.040Z,"5 km E of Pāhala, Hawaii",earthquake,0.51,0.629999995,3.63,21,automatic,hv,hv
2022-02-11T14:45:40.660Z,17.9365,-66.8071666666667,18.5,2.12,md,8,222,,0.11,pr,pr71334258,2022-02-11T16:20:12.220Z,"6 km SSE of Indios, Puerto Rico",earthquake,0.69,0.53,0.167682123807918,6,reviewed,pr,pr
2022-02-11T14:41:37.070Z,36.588501,-121.1798325,7.45,1.82,md,12,154,0.01736,0.09,nc,nc73691476,2022-02-11T18:00:10.720Z,"7km NNW of Pinnacles, CA",earthquake,0.46,0.76,0.12,11,automatic,nc,nc
2022-02-11T14:39:36.938Z,63.1009,-151.4794,3,1.9,ml,,,,0.56,ak,ak0221xp52zh,2022-02-11T14:44:41.627Z,"50 km SSE of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-02-11T14:35:13.140Z,41.278,-122.1356667,9.51,1.58,md,10,100,0.01101,0.08,nc,nc73691471,2022-02-11T19:44:11.338Z,"2km N of McCloud, CA",earthquake,0.36,0.43,0.133,8,reviewed,nc,nc
2022-02-11T14:33:38.353Z,61.6049,-147.5997,20,1.6,ml,,,,0.88,ak,ak0221xp3ssr,2022-02-11T14:36:50.633Z,"22 km S of Glacier View, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-02-11T14:29:58.710Z,18.6775,-64.7041,86,3.61,md,8,331,1.0278,0.37,pr,pr2022042001,2022-02-11T15:00:16.817Z,"39 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,5.43,5.67,0.1,4,reviewed,pr,pr
2022-02-11T14:25:19.508Z,5.9121,124.4923,81.42,4.9,mb,,94,1.577,0.78,us,us7000gjzl,2022-02-12T06:08:24.905Z,"14 km S of Maitum, Philippines",earthquake,8.2,7.7,0.068,70,reviewed,us,us
2022-02-11T14:21:13.660Z,35.9163333,-117.6876667,2.79,2.93,ml,42,29,0.04368,0.18,ci,ci40183056,2022-02-12T12:47:20.040Z,"20km E of Little Lake, CA",earthquake,0.14,0.31,0.172,24,reviewed,ci,ci
2022-02-11T14:15:50.450Z,35.9196667,-117.688,3.13,2.32,ml,40,36,0.04154,0.14,ci,ci40183048,2022-02-11T19:38:23.180Z,"20km E of Little Lake, CA",earthquake,0.11,0.34,0.162,24,reviewed,ci,ci
2022-02-11T14:11:10.480Z,33.4996667,-116.5008333,13.22,0.95,ml,41,59,0.06294,0.13,ci,ci40183040,2022-02-11T19:24:16.120Z,"17km ESE of Anza, CA",earthquake,0.14,0.3,0.194,19,reviewed,ci,ci
2022-02-11T14:10:13.300Z,19.1784992218018,-155.538665771484,5.25,2.00999999,md,41,114,,0.219999999,hv,hv72913012,2022-02-11T14:15:44.740Z,"6 km WSW of Pāhala, Hawaii",earthquake,0.37,0.939999998,1.5,14,automatic,hv,hv
2022-02-11T14:09:36.033Z,-11.3217,163.5586,10,4.7,mb,,72,4.015,0.48,us,us7000gjzj,2022-02-12T12:57:21.040Z,"203 km ESE of Kirakira, Solomon Islands",earthquake,6.3,1.9,0.108,26,reviewed,us,us
2022-02-11T14:02:03.510Z,33.174,-115.6825,1.63,1.49,ml,8,148,0.05108,0.23,ci,ci40183032,2022-02-11T16:48:21.733Z,"16km NNW of Westmorland, CA",earthquake,1.3,1.72,0.039,1,reviewed,ci,ci
2022-02-11T13:43:20.813Z,31.6685959,-104.3910809,6.979931641,3,ml,17,60,0.09351361519,0.3,tx,tx2022cxyu,2022-02-11T15:55:36.996Z,"56 km S of Whites City, New Mexico",earthquake,1.467633913,1.470853509,0.1,9,reviewed,tx,tx
2022-02-11T13:42:29.690Z,-3.5657,144.1881,10,4.6,mb,,85,13.347,0.32,us,us7000gjzg,2022-02-11T14:16:39.040Z,"56 km NNE of Angoram, Papua New Guinea",earthquake,6.6,1.9,0.089,38,reviewed,us,us
2022-02-11T13:31:22.010Z,46.8075,-112.0333333,6.98,1.12,ml,13,213,0.207,0.09,mb,mb80538179,2022-02-11T15:46:09.450Z,"9 km NNE of Helena Valley Northwest, Montana",earthquake,0.73,1.59,0.23,6,reviewed,mb,mb
2022-02-11T13:30:04.160Z,35.9178333,-117.6856667,2.91,1.58,ml,29,50,0.04148,0.14,ci,ci40182992,2022-02-11T18:56:03.750Z,"20km E of Little Lake, CA",earthquake,0.14,0.47,0.131,14,reviewed,ci,ci
2022-02-11T13:15:21.992Z,-3.5468,144.1148,35,5.4,mww,,45,11.864,0.55,us,us7000gjzc,2022-02-12T13:18:39.381Z,"53 km E of Wewak, Papua New Guinea",earthquake,9.7,1.9,0.083,14,reviewed,us,us
2022-02-11T13:10:13.630Z,36.85283333,-97.78533333,7.99,2.4,ml,95,65,0.05938834598,0.21,ok,ok2022cxxs,2022-02-11T19:17:37.722Z,"6 km NW of Medford, Oklahoma",earthquake,,0.4,0.22,39,reviewed,ok,ok
2022-02-11T13:01:22.975Z,61.927,-149.8685,41.2,2.2,ml,,,,0.89,ak,ak0221xobh3e,2022-02-11T13:14:22.576Z,"21 km NNE of Willow, Alaska",earthquake,,0.8,,,automatic,ak,ak
2022-02-11T12:52:34.940Z,36.0660019,-120.6398315,-0.68,1.79,md,20,126,0.03547,0.1,nc,nc73691441,2022-02-11T13:20:13.055Z,"24km ENE of San Ardo, CA",earthquake,0.42,1.96,0.19,12,automatic,nc,nc
2022-02-11T12:51:31.630Z,36.0653343,-120.6396637,-0.69,1.55,md,18,167,0.0354,0.1,nc,nc73691436,2022-02-11T16:40:11.228Z,"24km ENE of San Ardo, CA",earthquake,0.49,2.06,0.3,9,automatic,nc,nc
2022-02-11T12:51:28.352Z,23.969,122.3293,21.83,4.9,mb,,75,0.701,0.75,us,us7000gjz7,2022-02-11T13:17:16.040Z,"73 km E of Hualien City, Taiwan",earthquake,3.8,5.3,0.056,101,reviewed,us,us
2022-02-11T12:51:07.030Z,17.9743333333333,-66.9578333333333,9.35,1.96,md,5,178,,0.06,pr,pr71334233,2022-02-11T13:08:12.590Z,"4 km WSW of Fuig, Puerto Rico",earthquake,0.63,1,0.0789250174457921,5,reviewed,pr,pr
